index,question,ground_truth,predicted,correct,raw_response
59,"After periodontal surgery, epithelial reattachment to root by hemidesmosomes occurs within?",A,C,False,C
60,Onion peel appearanace on Xray is seen in which of the following conditions ?,A,A,True,A.
61,Fastest acting anti malarial drug is ?,A,B,False,B.
62,Rolled leaf tobacco is used inside a leaf of jack fruit tree is?,A,C,False,C.
63,Fair bank’s triangle is seen in?,A,D,False,D
64,Definitive treatment of adenomyosis is ?,A,D,False,D.
65,True about heparin induced thrombocytopenia ?,A,B,False,B
66,SARS infection case fatality rate of >50% is observed in patients of which age group?,A,D,False,D.
67,Which of these steps is followed first for the management of shoulder dystocia after McRobes maneuver?,A,B,False,B.
68,Which of the following drug can be given in patients of primary pulmonary hypeension?,A,B,False,B.
69,Loeffer's serum is an example of,A,D,False,D.
70,"Mother of a Aggressive, demanding child could be:",A,D,False,D.
71,Respiratory bronchioles are formed from ?,A,B,False,B.
72,Mission Indradhanush was launched in 2014 for?,A,A,True,A.
73,A seasamoid bone is present in the tendon of?,A,B,False,B.
74,Most commonly used drug for prophylaxis of migraine is?,A,C,False,C.
75,Permission from DCGI is needed before which phase of drug trial?,A,A,True,A.
76,Fresh water swimming leads to infection by -,A,D,False,D.
77,Maximum concentration for epidural block ?,A,A,True,A
78,Featherless preparation is also known as:,A,C,False,C.
79,hL/h blood group-,A,C,False,C.
80,Toronto Automated Probe is made up of,A,B,False,B
81,Most commonly affected in ormond's disease,A,C,False,C.
82,"As per the bone bending theory, the convex surface:",A,B,False,B
83,Mechanism of heat loss in modern X-ray tube is,A,A,True,A
84,Which of the following fractures of the neck of femur are associated with maximal compromise in blood supply ?,A,D,False,D.
85,Key Etiological agent in localized Aggressive periodontitis is :,A,A,True,A.
86,Man-made dentin is:,A,B,False,B.
87,Health center in remotest area for planning and management of schemes:,A,C,False,C.
88,All of the following is true about hea transplantation except -,A,B,False,B
89,Motilin secretion decreased in ?,A,D,False,D.
90,Which of the following is most specific for arsenic poisoning ?,A,B,False,B
91,occlusal rest seats can be prepared on:,A,C,False,C.
92,Limiting structures in the maxilla:,A,D,False,D.
93,Which tendon is lodged in the groove on posterior surface of lateral malleolus?,A,C,False,C.
94,Which type of aery is most commonly involved in PAN?,A,A,True,A.
95,Scaling is not feature of which of the following?,A,B,False,B
96,Endothelial molecule paicipating in rolling is,A,A,True,A.
97,Lecithine hydrolysis yeilds ?,A,A,True,A.
98,Opiates cause all of the following except:,A,D,False,D.
99,Rectal prolapse surgery is,A,D,False,D
100,which of the following is not Ribozyme?,A,C,False,C.
101,Which of these drugs used for glaucoma is free of systemic side-effects / complications and can be used as once-a-day instillation?,A,C,False,C.
102,Oblique popliteal ligament is derived from ?,A,D,False,D.
103,All of the following are true about neutron contrast study except -,A,C,False,C.
104,Treatment of choice in patient with infeility & endometriosis ?,A,D,False,D
105,Which test is suitable to elicit mouth breathers?,A,A,True,A.
106,Decreased orthodontic tooth movement is associated with all of the following except,A,D,False,D.
107,Triad of symptoms of endometriosis are all except ?,A,D,False,D.
108,Presenting diameter of full flexed head:,A,A,True,A.
109,"Which increases affinity of hemoglobin for 0,-",A,D,False,D.
110,"After surveying the cast in horizontal direction, the main purpose of tilting the cast is to determine:",A,A,True,A.
111,Mother does not transmit what antibody to the baby -,A,B,False,B
112,The most common site of endometriosis is?,A,C,False,C.
113,"When we say that “the difference is significant”, it means that?",A,C,False,C.
114,First sign of Volkman ischemia is?,A,C,False,C.
115,All of the following are roles of T helper cells except:,A,B,False,B.
116,Most common cause of shock in child,A,A,True,A.
117,Which of the following is not a soft tissue marker of Down syndrome on USG ?,A,C,False,C.
118,Rolled up omentum is seen in cases of -,A,B,False,B.
119,Thrombosis of posterior inferior cerebellar aery causes:,A,A,True,A.
120,"The distance b/w apical extent of calculus and alveolar crest in human periodontal pockets is most constant, having a mean length of?",A,D,False,D.
121,Which of these is a type of scleroderma:,A,C,False,C.
122,"DCDA twins, 38wks, first twin breech mother has BP 140/96, 1+ proteinuria what's the management",A,D,False,D.
123,"After injecting testosterone in a hypoandrogenic male, which of the following occurs ?",A,C,False,C.
124,"A patient has day care surgery, what we will advise for:",A,C,False,C.
125,"Normally, the left adrenal venous drainage is into which of the following?",A,D,False,D
126,Postion in surgery for pilonidal sinus,A,C,False,C.
127,Not a primary air pollutant?,A,B,False,B.
128,Relative contraindication of neuraxial/regional anesthesia is?,A,B,False,B
129,Which of the following is the requisite of ideal study model?,A,B,False,B
130,Tdap vaccine is give in between which weeks of pregnancy?,A,A,True,A.
131,"In phenylketonuria, diet restriction is advised for -",A,B,False,B
132,Caloric requirement in an adult male for heavy work?,A,C,False,C.
133,Vibrations are detected by which types of receptors?,A,B,False,B.
134,Eales disease is ?,A,C,False,C
135,Which of the following is a resorbable bioceramic?,A,D,False,D.
136,Which of the following is not true about Galeazzi fracture dislocation?,A,C,False,C.
137,Temperol association is best established by?,A,C,False,C.
138,Cemental spurts is the name given to:,A,A,True,A.
139,Which of the following lipoproteins is the fastest migrating on electrophoresis and has the lowest triacylglycerolcontent?,A,D,False,D.
140,Euphemism used for Alginate is:,A,C,False,C.
141,Hydrolysis occurs at which step of urea cycle ?,A,A,True,A.
142,The pattern of inheritance seen in cases of ABO blood groups and HLA antigens is–,A,C,False,C.
143,All of the following are features of enlarged adenoids except?,A,D,False,D.
144,Chylomicrons core is formed by ?,A,B,False,B.
145,Half life of Ra-226 -,A,C,False,C
146,Frankel 1c is used for:,A,C,False,C.
147,Best study for definitive cause of disease ?,A,D,False,D
148,Battle door inseion of placenta ?,A,B,False,B
149,"In acute angle closure glaucoma, primary mechanism of pathogenesis is ?",A,C,False,C.
150,Andresen appliance is:,A,B,False,B.
151,This Strip is used for measuring ?,A,A,True,A
152,Cardiac output in pregnancy increases from which week of gestation,A,B,False,B.
153,Homer rosette is seen in -,A,A,True,A.
154,PERT is a technique for?,A,D,False,D.
155,Ultrasonographic finding of autosomal recessive polycystic kidney disease are all except,A,D,False,D.
156,Drug transport across the cell membrane is mainly by?,A,C,False,C.
157,"After death, blood is taken from ?",A,B,False,B
158,Which wall of hea enlargement can be seen on barium swallow in patient with mitral stenosis-,A,A,True,A.
159,Which interleukin is required fordifferentiation of eosinophils?,A,D,False,D.
160,The cement filling material which has the most severe injurious effect on pulp is:,A,B,False,B.
161,Treatment of IBI ca cervix ?,A,D,False,D.
162,Treatment of choice for fracture neck femur in a 40 years old female,A,B,False,B
163,Bacteria implicated in association with puberty gingivitis?,A,D,False,D.
164,Susceptible person developed disease within range of IP after coming in contact with primary case -,A,C,False,C.
165,A problem village is defined as if water source is ?,A,D,False,D
166,Vital statistics in a population are ?,A,B,False,B.
167,Normally squamo-columnar junction is usually located at,A,A,True,A.
168,We administer hexamethonium to a subject. He is in the supine position. Which of the following responses would you expect in response to this drug?,A,A,True,A
169,‘Blackouts’ in a person of alcohol consumption is seen in which of the following conditions?,A,D,False,D.
170,Resistance to the occlusal forces in vertical direction is called:,A,C,False,C.
171,Osteonerosis is seen in all except,A,B,False,B
172,Milwaukee Brace is used in -,A,C,False,C.
173,The two molecules of Aminosalicylate coupled azo bond form?,A,D,False,D.
174,Standardized death rates are used because health?,A,A,True,A.
175,Prolactin secreted maximum at-,A,D,False,D.
176,"Hypodontia is mainly found in all, except:",A,B,False,B.
177,Best parameter for estimation of fetal age by ultrasound in 3rd trimester is ?,A,A,True,A
178,Aspergillus fumigatus is differentiated by other fungi by ?,A,A,True,A.
179,Mandible of verticle growers rotates in?,A,C,False,C.
180,When is folic acid staed in pregnancy ?,A,C,False,C.
181,Last point where reproductive and child health programme are include :,A,A,True,A
182,Snow storm appearance on chest X-ray is seen in -,A,C,False,C.
183,Receptive area of stomach?,A,C,False,C.
184,"Defects produced by loss of interdental bone, including the facial plates and lingual plates, without concomitant loss of radicular bone known as?",A,C,False,C.
185,Hypophosphatemic rickets is,A,D,False,D
186,Constant presence of a disease or infectious agent at high incidence/prevalence and affects all age groups equally?,A,B,False,B.
187,The gap in time b/w the onset of the primary case and the secondary case is called?,A,A,True,A.
188,Enzymes that degrade collagen and other matrix macromolecules into small peptides are called?,A,A,True,A.
189,Mainpuri tobacco is used mostly in?,A,B,False,B
190,Periportal necrosis is caused by?,A,C,False,C.
191,Primary teeth differ from permanent teeth in having:,A,A,True,A.
192,In zero gravity V/Q ratio is ?,A,B,False,B.
193,Gammaglobulins are formed by?,A,A,True,A
194,Which of the following is not a diagnostic periodontal instrument?,A,D,False,D.
195,Range of flight of Aedes mosquito is ?,A,B,False,B
196,"""Prosopagnosia"" is characterized by :",A,B,False,B.
197,What is the choice of treatment for idiopathic thrombocytopenia purpura (ITP)?,A,B,False,B.
198,Wahin finkeldey cells are seen in,A,A,True,A.
199,Skeletal fluorosis occurs with fluoride level in water?,A,C,False,C.
200,Rizatriptan is an drug used for?,A,B,False,B.
201,Tubuloglomerular feedback is for regulation of?,A,D,False,D
202,Occurrence of a disease in a haphazard and irregular pattern is known as?,A,C,False,C.
203,"Subconjunctival hemorrhage with periorbital ecchymosis and edema suggests a fracture of zygoma, nasal bone or frontal bone. Sublingual hematoma is diagnostic of mandibular fracture.",A,A,True,A
204,Which of the following passes posterior to the hilum of the lung?,A,C,False,C.
205,Enucleation is indicated in ?,A,C,False,C.
206,Criteria for bility of muscle are all except,A,A,True,A
207,The most common cause of pedal botyromycosis is–,A,B,False,B.
208,Which of the following is an absolute indication for caesarian section?,A,C,False,C.
209,Infraspinous fossa of scapula contains which of the following muscles?,A,B,False,B.
210,Spontaneous esophageal rupture is most common in,A,A,True,A.
211,Percuteneous chemical lumbar sympathectomy is practised using -,A,B,False,B.
212,Organ sensing angular movement is:,A,D,False,D.
213,Function of myenteric plexus is to regulate ?,A,C,False,C.
214,“Orphan Annie eye nuclei” is seen in?,A,C,False,C.
215,Ashley Howe considered the crowding of teeth to be the result of deficiency in:,A,B,False,B.
216,Abbes flap is used for,A,C,False,C.
217,Which is the most common manifestation of recurrent HSVl infection:,A,B,False,B.
218,The Placement and direction of Proximal grooves on 3/4th crown on molar teeth:,A,A,True,A.
219,Earliest sign after IUFD is ?,A,A,True,A.
220,"In Cystinuria all of the following amino-acids reabsorption defect is present, except",A,C,False,C
221,Commonest cause of midline diastema is:,A,B,False,B.
222,All of the following are true about Down syndrome except,A,D,False,D.
223,All of the following veins drain into the IVC except–,A,B,False,B
224,Betamethasone given to preterm patient for all except ?,A,C,False,C.
225,Oculoorogenital ulcers are a feature of ?,A,A,True,A.
226,KHN value of amalgam is:,A,D,False,D.
227,True about aquaporins are all except ?,A,C,False,C.
228,"In Subtotal Thyroidectomy, What is true",A,A,True,A
229,Leydig cells of fetus testis secretes,A,C,False,C.
230,Spindle and epitheloid cells are seen in?,A,A,True,A.
231,In chronic gingivitis changes that occur in the consistency of the gingival area:,A,B,False,B.
232,Watson crick model is for which DNA ?,A,A,True,A
233,Normal interstitial pressure is ?,A,A,True,A.
234,The lesion which is observed during pregnancy as a single gingival enlargement is known as :,A,C,False,C.
235,"According to Casper's dictum, decomposition is the fastest when the body is in which of the following?",A,A,True,A
236,"In the heart, the repolarisation wave first starts from which of the following areas?",A,B,False,B.
237,White fibers are present in which muscle?,A,C,False,C
238,After chronic use of steroids severe pain in right hip with immobility is due to,A,A,True,A
239,Pyruvate is synthesized from,A,B,False,B.
240,Treatment of hypercalcemia includes all except,A,D,False,D.
241,Keyhole sign on ultrasound is seen in -,A,C,False,C.
242,Calcified pulmonary metastasis is seen in which carcinoma -,A,B,False,B.
243,Thyroid hormone binds to which receptor ?,A,C,False,C.
244,Adder head appearance is seen in:March 2011,A,D,False,D.
245,Breast surgery is considered under what category of cardiac risk?,A,C,False,C.
246,Aggressive periodontitis previously was known as :,A,A,True,A.
247,Cerebellar damage causes all except ?,A,B,False,B.
248,Which of the following is true about divergent squint,A,C,False,C.
249,"For an appeal against disciplinary action, final verdict is given by–",A,D,False,D
250,True about cephalhematoma is :,A,C,False,C.
251,Retromolar pad gives:,A,A,True,A.
252,A drug which mimics “low-grade” aspirin toxicity (salicylism) is?,A,D,False,D.
253,Ophitoxemia is ?,A,C,False,C.
254,"In orthodontic treament, rapid tooth movement will cause all except",A,C,False,C.
255,Avidin has affinity for ?,A,C,False,C.
256,Boot shape of hea in TOF is due to:,A,C,False,C.
257,Ideal thickness of free gingival graft is:,A,B,False,B.
258,Culture media containing potassium tellurite,A,B,False,B.
259,"2-5 year old child with DM, target HbA, C is -",A,B,False,B.
260,"""Delta cells"" of stomach secrete ?",A,C,False,C.
261,Recent Influenza Pandemic was due to:,A,A,True,A.
262,Salts of Gontrez is :,A,B,False,B.
263,Osborn J waves is seen in-,A,B,False,B.
264,Pure word deafness is associated with,A,B,False,B.
265,Which of the following cell components produced by Neisseria gonorrhoeae is responsible for attachment to host cells?,A,B,False,B.
266,Anteroposterior change in length of eye is called ?,A,A,True,A.
267,RNA with highest proportion of modified bases in cell:,A,C,False,C.
268,What percentage of Multiple myeloma patients have veebral involvement?,A,C,False,C.
269,Topically  applied antigingivitis agents are all except:,A,C,False,C.
270,"Statement 1:  Avulsion injuries are more common in children of 7 to 9 years of age when the  incisors are erupting. 
 Statement 2:  This is because of the loosely structured periodontal ligament  around the erupting teeth which favors complete avulsion.",A,A,True,A
271,"Characteristically, the linear dental polymers are predominantly:",A,A,True,A.
272,High velocity blows cause the greatest damage to the supporting structures of the dentition but tooth fractures are less frequent. Low velocity impacts result in crown fractures and are usually not associated with damage to the supporting structures.,A,A,True,A
273,False regarding trigone of bladder ?,A,D,False,D.
274,The Magistrate can detain the maximum number of days for a mentally ill person as per mental health care is,A,B,False,B.
275,Organized group of people with social relationship?,A,B,False,B.
276,Most common malignant tumor of hea in adults,A,A,True,A.
277,The nodules A on nasal septum are seen in:,A,C,False,C.
278,"Glass ionomer cement that is reinforced with filler particles, prepared by fusing silver particles to glass is known as?",A,B,False,B
279,Li-Fraumeni syndrome is due to mutation of which gene -,A,B,False,B.
280,"A 35 year-old female presented to the emergency depament with the sudden onset of severe epigastric pain. She had a history of hea burn and dyspeptic symptoms for past 10 years. On physical exam, she had a temperature of 101.4degF, a pulse of 118 and a blood pressure of 128/72. Abdomen was tender & ",A,A,True,A
281,Tuberculous meningitis what is not seen:,A,D,False,D.
282,Sensory nerve supply of gall bladder is through -,A,A,True,A
283,The following are suitable for simple mastectomy except-,A,C,False,C.
284,"Addition silicone is hydrophobic in nature. In order to make it hydrophilic, what should be added?",A,B,False,B
285,Lymphatic drainage of testis is?,A,C,False,C.
286,Established stage seen in:,A,B,False,B.
287,In electromyograply transient response at the time of inseion of eloctrode indicates ?,A,A,True,A.
288,Most impoant factor in causation of Ingrown toe nail is?,A,B,False,B
289,Parathyroid hormone (PTH) exerts its effect soncalcium metabolism by acting on receptors present on the–,A,B,False,B.
290,Which is not a epidemiological indicator?,A,D,False,D.
291,Libman-Sacks endocarditis is seen in–,A,B,False,B.
292,A patient comes with a complaint of shoulder pain after laparoscopic surgery. What should be the next step in management?,A,A,True,A
293,Bite is first raised physiologically at an age of ?,A,B,False,B
294,The no. of school children with dental caries at a certain time/the total no. of children in the school at that time x 100?,A,C,False,C.
295,Which of the following receptor is stimulated by sustained pressure?,A,A,True,A.
296,An aggregate of surfactant molecules or ions in solution known as?,A,A,True,A.
297,TEL-AML 1 fusion is associated with?,A,C,False,C
298,"While  applying a chi-square  test  to  a  contingency  table of 4 rows and 4 columns, the degree of freedom would be:",A,C,False,C.
299,"Triad of skin lesions, mononeuritis multiplex, eosinophils seen in",A,B,False,B.
300,First cement developed with a potential for adhesion to the tooth structure is:,A,D,False,D.
301,Rhaditiform larvae is seen in ?,A,A,True,A.
302,"Which of the following explains uptake of 0, in fetal circulation ?",A,A,True,A
303,Pilonidal sinus contains:,A,A,True,A.
304,Maximum density of muscle spindle is found in ?,A,B,False,B
305,Which of these is a noradrenergic and specific serotonergic antidepressant (NaSSA)?,A,D,False,D.
306,Symptoms of menopause are all except ?,A,C,False,C.
307,Earliest muscle to involve in thyroid ophthalmopathy?,A,B,False,B
308,Intestinal perforation in Typhoid occurs commonly in?,A,C,False,C.
309,True about ANUG is:,A,C,False,C
310,Carpet track sign is seen in?,A,B,False,B.
311,Which is not a sexual perversion:,A,D,False,D
312,"Oral hairy leukoplakia (OHL), all are true except?",A,B,False,B.
313,Mee’s line is seen which poisoning?,A,C,False,C.
314,Primory T-cell deficiency is -,A,D,False,D
315,Ghrelin false is ?,A,C,False,C
316,Which of the following drug is marketed as periostat:,A,A,True,A.
317,Grayish discoloration of flank seen in Acute Pancreatitis is referred to as?,A,B,False,B
318,Which of the following drug is more potent in inducing gingival enlargement:,A,C,False,C.
319,All of the following are complications of maxillary sinus lavage and insufflation except?,A,D,False,D
320,Selective pressure impression technique was proposed by:,A,A,True,A.
321,This subgingival delivery  consists of 2% minocycline hydrochloride in the form of an ointment is:,A,D,False,D.
322,Firstly in which year WHO approved the programme & stressed on optimising the fluoride concentration in water supply?,A,C,False,C
323,Alien limb syndrome seen in,A,C,False,C.
324,Which of the following congenital anomalies leads to hea failure at bih?,A,D,False,D
325,In glycogen synthesis the active form of glucose used is-,A,C,False,C.
326,2-PAM (Pralidoxime) is useful in treatment of?,A,A,True,A.
327,"In a 3 x 4 contingency tables, the number of degree of freedom equals to :",A,C,False,C.
328,For polycythemia vera all is true Except:,A,B,False,B
329,Sequence of lochia ?,A,A,True,A
330,Retention of an inlay is influenced primarily by:,A,C,False,C.
331,On imagning diffuse axonal injury is characterized by -,A,D,False,D.
332,Which of these organisms is the cause of white piedra?,A,A,True,A.
333,A unilateral ovarian tumor spreads to peritoneum but not to uterus.  Its stage would be?,A,A,True,A
334,Small posterior fossa seen in ?,A,B,False,B.
335,"On the application of heavy force, pain is felt after:",A,B,False,B
336,Lambe Eaton syndrome true is,A,B,False,B.
337,"At what angle, the minor connector should be connected to the major connector?",A,B,False,B.
338,Which of the following type of functional regulator can incorporate headgears:,A,B,False,B.
339,Extraction of second premolar is indicated when arch length discrepancy is:,A,C,False,C.
340,Most common location of breast cancer is,A,D,False,D
341,Astigmatism is defined as ?,A,A,True,A
342,‘Relative risk’ is:,A,A,True,A
343,All are seen after splenectomy Except:,A,A,True,A
344,70 yr old female with bleeding from proximal colon,A,D,False,D.
345,Early stage of non small cell lung cancer can be treated by,A,A,True,A.
346,Which of the following is not a NEVUS of melanocyte?,A,A,True,A
347,Which of the following stage of gingivitis seems like am ideal condition:,A,A,True,A.
348,W.H.O modified partogram  charting starts at cervical dilatation of?,A,A,True,A.
349,Drug of choice for pneumocystis carinii in pregnancy?,A,A,True,A.
350,Integration center of tonic labyrinthine reflex is?,A,B,False,B.
351,Bilateral ptosis is seen in all except ?,A,B,False,B.
352,Hematuria in previous LSCS patient indicates -,A,C,False,C.
353,On USG a mass was found in abdomen which was displacing the kidney laterally in 1 year old child -,A,B,False,B
354,In hypovolemic shock there is -,A,B,False,B
355,"Duration of 2"" hea sound is ?",A,C,False,C.
356,Nocturnal enuresis best t/t is,A,D,False,D.
357,"In human body, serotonin is formed from",A,B,False,B.
358,Anterior relation to upper pa of rectum in male is-,A,A,True,A.
359,What is the first sign of injury?,A,D,False,D
360,Most common site for bone marrow aspiration in neonates is -,A,A,True,A.
361,Polycythemia is seen in?,A,A,True,A
362,Earliest hematological change following spleenectomy is,A,C,False,C.
363,Diagnosis of adenomyosis is made by ?,A,A,True,A
364,Mechanism of action of ticgrelor ?,A,A,True,A
365,Substance that can cause Anaphylactic shock is?,A,A,True,A.
366,Glycogen storage disease which presents as lysosomal storage disease ?,A,D,False,D.
367,Critical closing pressure is ?,A,C,False,C.
368,"Change in colour, size and texture of gingiva is noticed in:",A,C,False,C.
369,Most prevalent symptom in patients of leiomyoma of esophagus is,A,C,False,C.
370,"Hemorrhagic pancreatitis, bluish discoloration of flank",A,B,False,B.
371,Keratinization and pearl formation is characteristic of,A,A,True,A.
372,Which pa of scaphoid fracture is most susceptible to avascular necrosis?,A,C,False,C.
373,"Less-than-adequate remaining bone support, some tooth mobility, acceptable patient cooperation, presence of limited systemic or environmental factors comes under?",A,B,False,B.
374,"Blunt trauma exploratory laparotomy done nonexpansile swelling found on mesenteric border of intestine, management",A,B,False,B
375,"Cancer patient undergoes radiotherapy, pick the true statement for radiosensitivity of tissues?",A,B,False,B
376,Isocapenic buffering is ?,A,C,False,C.
377,Free fatty acid is transported in blood by?,A,A,True,A.
378,What will happen to the ratio of fibroblast to the collagen in phenytoin induced gingival enlargement as compared to normal gingiva:,A,B,False,B.
379,The center of rotation in bodily tooth movement is located,A,D,False,D.
380,Termination codon is ?,A,B,False,B
381,Barium meal follow through is helpful in diagnosing -,A,D,False,D.
382,Fox Fordyce disease is a disorder of?,A,D,False,D
383,"Following a deep cut overlying the hypothenar eminence, it is observed that the patient cannot hold a sheet of paper between the 2nd and 3rd digits. Which of the following nerves is most likely damaged?",A,A,True,A.
384,Following is true regarding the management of intrauterine fetal death except ?,A,C,False,C.
385,Sinus bradycardia with MI treatment,A,A,True,A.
386,The gelatinous deposit adherent on the tooth surface is called as:,A,A,True,A.
387,D Shaped pupil is seen in ?,A,B,False,B
388,Glucose-6-phosphate is the initial substrate for all of the following reactions except–,A,B,False,B.
389,Phospholipid is the most important lipid in which of the following lipo proteins?,A,D,False,D.
390,Stain for melanocytes:,A,D,False,D.
391,Antiboiotic of choice for severe pneumonia in 1 year all child?,A,C,False,C
392,Radiotherapy induced radiation pneumonitis mediated by all of the following except -,A,C,False,C. TGF-p
393,Which of the following is not an estrogen-dependent pubeal change?,A,B,False,B
394,Which is the most common manifestation of recurrent HSV1 infection:,A,B,False,B.
395,A pathfinder survey for oral health needs to be done at 12 sites for 4 index age groups at each site. What should be the sample size for the survey?,A,C,False,C.
396,The simplest mode that demonstrates the viscoelastic behaviour is:,A,C,False,C.
397,3 beta hydroxysteroid dehydrogenase deficiency causes increase production of -,A,C,False,C.
398,Polysulphides show high polymerization shrinkage due to:,A,B,False,B.
399,Which of the following is longest extraocular muscle?,A,C,False,C.
400,Absolute contraindication for IUD (Intra Uterine Contraceptive Device) are all except -,A,B,False,B
401,Chronic atrophy of adrenal gland will result in which hormone deficiency ?,A,C,False,C.
402,The terminal edge or border of the gingiva surrounding the teeth in collar like fashion is?,A,A,True,A.
403,Cystic medial necrosis is seen in-,A,A,True,A.
404,1st generation cephalosporin is,A,A,True,A.
405,Glomerular filtration rate would be decreased by which of the following?,A,A,True,A
406,Glucose – 6- phosphatase enzyme is absent in?,A,C,False,C.
407,The distance by which two touch stimuli must be separated to be perceived as two separate stimuli is greatest at ?,A,D,False,D.
408,BANA test is most appropriately is an,A,B,False,B
409,The linkage which links individual nucleotides in a polynucleotide chain is -,A,C,False,C.
410,PDL has the inherent capacity to withstand how much amount of force:,A,C,False,C.
411,Which of the following explains delivery of 02 in fetal circulation?,A,A,True,A
412,Which of the following microbial cell is most resistant to antiseptics & disinfectants?,A,B,False,B.
413,Definitive indication of LSCS ?,A,B,False,B.
414,When mandibular midline does not coincide with facial midline both at rest and occlusion this condition is known as?,A,A,True,A.
415,Following is given to a patient with pre term labour exept -,A,D,False,D.
416,Cryptomenorrhoea is a feature of ?,A,D,False,D.
417,Broca’s aphasia is seen due to leasion in?,A,B,False,B.
418,Invalueable tool in the diagnosis of chronic pelvic pain is ?,A,C,False,C.
419,Chemicals that have an effect on plaque sufficient to benefit gingivitis and/or caries?,A,C,False,C.
420,Which of the following is a good dye is used for lens in cataract surgery?,A,A,True,A.
421,Best finish line for the all-ceramic crown is:,A,D,False,D.
422,Which of the following characteristics of an axon is most dependent on its diameter?,A,C,False,C.
423,Sign seen in USG in monochorionic diamniotic twins is?,A,A,True,A
424,Primer function is in ?,A,A,True,A
425,Upper two -third anterior vaginal wall prolapse is ?,A,D,False,D.
426,Action of pineal gland is?,A,A,True,A.
427,MVA syringe is used for ?,A,A,True,A.
428,Pancreatic lipase hydrolyses ester linkage of triacid glycerides at position?,A,B,False,B.
429,"The major role of 2, 3 bisphosphoglycerate in RBCs is -",A,C,False,C.
430,Most common view used for X-ray chest -,A,A,True,A.
431,Chylomicrons are synthesized in,A,B,False,B
